date,city,weekdays,high_temp,low_temp,weather,w_direct,w_force
2023/2/21,北京,星期二,5,-3,多云,北风,小于3级
2023/2/22,北京,星期三,9,-2,多云,东北风,小于3级
2023/2/23,北京,星期四,10,0,多云,北风,小于3级
2023/2/24,北京,星期五,7,-5,多云,北风,小于3级
2023/2/25,北京,星期六,10,-4,晴,西南风,小于3级
2023/2/26,北京,星期日,11,-1,晴,南风,小于3级
2023/2/27,北京,星期一,12,1,多云,北风,小于3级
2023/2/28,北京,星期二,14,-1,多云,北风,小于3级
2023/4/1,北京,星期六,22,12,多云,东南风,3级
2023/4/2,北京,星期日,20,13,多云~阴,东北风,4级
2023/4/3,北京,星期一,18,9,多云~小雨,北风,小于3级
2023/4/4,北京,星期二,12,6,小雨,北风,小于3级
2023/4/5,北京,星期三,17,9,多云~小雨,西风,0级
2023/4/6,北京,星期四,18,5,多云~晴,西北风,3级
2023/4/7,北京,星期五,16,4,晴,北风,3级
2023/4/8,北京,星期六,22,8,晴~多云,西南风,4级
2023/4/9,北京,星期日,22,10,多云,东南风,小于3级
2023/4/10,北京,星期一,28,11,多云,东南风,小于3级
2023/4/11,北京,星期二,18,5,多云~晴,西北风,5级
2023/4/12,北京,星期三,22,11,多云~晴,西风,小于3级
2023/4/13,北京,星期四,22,13,多云,西风,5级
2023/4/14,北京,星期五,20,8,多云~晴,南风,3级
2023/4/15,北京,星期六,20,7,多云~晴,东南风,3级
2023/4/16,北京,星期日,21,10,多云,西北风,3级
2023/4/17,北京,星期一,21,10,多云,东北风,小于3级
2023/4/18,北京,星期二,27,9,多云~晴,东北风,3级
2023/4/19,北京,星期三,26,16,多云~扬沙,南风,小于3级
2023/4/20,北京,星期四,18,12,多云~阴,东风,小于3级
2023/4/21,北京,星期五,14,8,多云~小雨,东南风,3级
2023/4/22,北京,星期六,14,7,多云,南风,小于3级
2023/4/23,北京,星期日,16,6,多云,西风,4级
2023/4/24,北京,星期一,17,8,多云~阴,东北风,3级
2023/4/25,北京,星期二,20,5,多云~晴,东北风,3级
2023/4/26,北京,星期三,19,10,多云,西南风,小于3级
2023/4/27,北京,星期四,20,12,多云~小雨,西南风,3级
2023/4/28,北京,星期五,21,11,雾~多云,西北风,小于3级
2023/4/29,北京,星期六,24,9,多云~晴,东风,3级
2023/4/30,北京,星期日,24,11,多云~晴,西南风,小于3级
2023/6/1,北京,星期四,31,16,多云~晴,东北风,小于3级
2023/6/2,北京,星期五,31,17,多云,东南风,小于3级
2023/6/3,北京,星期六,33,19,多云,西南风,小于3级
2023/6/4,北京,星期日,33,20,多云~晴,西风,小于3级
2023/6/5,北京,星期一,35,21,多云,东南风,3级
2023/6/6,北京,星期二,34,22,晴,西南风,小于3级
2023/6/7,北京,星期三,37,21,阴~晴,南风,4级
2023/6/8,北京,星期四,34,19,多云,西风,4级
2023/6/9,北京,星期五,34,20,多云,北风,3级
2023/6/10,北京,星期六,30,17,多云~晴,东风,4级
2023/6/11,北京,星期日,30,17,小雨,西北风,3级
2023/6/12,北京,星期一,30,19,多云,西风,小于3级
2023/6/13,北京,星期二,33,20,晴,西北风,小于3级
2023/6/14,北京,星期三,36,21,多云~晴,北风,4级
2023/6/15,北京,星期四,37,23,晴,北风,3级
2023/6/16,北京,星期五,39,24,晴,北风,4级
2023/6/17,北京,星期六,37,22,多云~晴,北风,小于3级
2023/6/18,北京,星期日,34,22,多云,东南风,小于3级
2023/6/19,北京,星期一,28,18,小雨,东风,小于3级
2023/6/20,北京,星期二,34,19,多云~晴,东风,小于3级
2023/6/21,北京,星期三,38,22,多云~晴,北风,3级
2023/6/22,北京,星期四,41,24,多云~晴,西北风,3级
2023/6/23,北京,星期五,40,26,多云,南风,3级
2023/6/24,北京,星期六,40,25,多云~晴,南风,小于3级
2023/6/25,北京,星期日,34,22,多云,东南风,小于3级
2023/6/26,北京,星期一,32,24,多云,东北风,小于3级
2015/6/23,深圳,星期二,30,26,大到暴风雨~暴风雨,微风,小于3级
2023/6/28,北京,星期三,35,25,晴,西北风,3级
2023/6/29,北京,星期四,17,10,晴,西风,4级
2023/6/30,北京,星期五,30,26,小雨,西南风,3级
2023/7/1,北京,星期六,39,25,多云,东北风,小于3级
2023/7/2,北京,星期日,38,24,多云,南风,小于3级
2023/7/3,北京,星期一,33,23,多云~中雨,东南风,小于3级
2023/7/4,北京,星期二,31,21,小雨~晴,西风,5级
2023/7/5,北京,星期三,40,23,晴,东南风,3级
2023/7/6,北京,星期四,41,24,晴,西风,小于3级
2023/7/7,北京,星期五,37,23,多云~晴,西北风,3级
2023/7/8,北京,星期六,37,24,晴,西风,3级
2023/7/9,北京,星期日,38,25,晴,南风,小于3级
2023/7/10,北京,星期一,39,26,多云~小雨,南风,3级
2023/7/11,北京,星期二,34,24,多云~小雨,西南风,小于3级
2023/7/12,北京,星期三,23,21,小雨,西南风,小于3级
2023/7/13,北京,星期四,23,22,小雨~多云,南风,小于3级
2023/7/14,北京,星期五,35,23,多云~晴,西南风,5级
2023/7/15,北京,星期六,32,23,阴~晴,西风,小于3级
2023/7/16,北京,星期日,36,21,晴,西南风,小于3级
2023/7/17,北京,星期一,36,23,晴,西北风,小于3级
2023/7/18,北京,星期二,36,25,晴,东南风,4级
2023/7/19,北京,星期三,37,24,晴,北风,小于3级
2023/7/20,北京,星期四,36,24,小雨~雷阵雨,东北风,小于3级
2023/7/21,北京,星期五,27,21,小雨~中雨,东南风,小于3级
2023/7/22,北京,星期六,26,22,暴风雨~多云,西南风,4级
2023/7/23,北京,星期日,34,24,多云,西北风,3级
2023/7/24,北京,星期一,34,24,多云~雷阵雨,西南风,小于3级
2023/7/25,北京,星期二,34,24,晴~多云,北风,4级
2023/7/26,北京,星期三,34,24,大雨~小雨,西南风,小于3级
2023/7/27,北京,星期四,33,24,多云~小雨,西南风,4级
2023/7/28,北京,星期五,30,23,阴~小雨,北风,小于3级
2023/8/1,北京,星期二,28,25,中雨~小雨,东南风,小于3级
2023/8/2,北京,星期三,31,26,多云~晴,西南风,3级
2023/8/3,北京,星期四,32,26,多云~小雨,西南风,小于3级
2023/8/4,北京,星期五,34,26,多云,东北风,小于3级
2023/8/5,北京,星期六,36,25,阴~小雨,东北风,小于3级
2023/8/6,北京,星期日,28,23,阴~多云,南风,小于3级
2023/8/7,北京,星期一,27,23,阴~小雨,东南风,小于3级
2023/8/8,北京,星期二,31,24,多云,南风,小于3级
2023/8/9,北京,星期三,33,24,多云~小雨,东南风,小于3级
2023/8/10,北京,星期四,32,23,多云~阴,东南风,小于3级
2023/8/11,北京,星期五,29,23,阴~中雨,东南风,小于3级
2023/8/12,北京,星期六,31,22,阴~晴,东风,小于3级
2023/8/13,北京,星期日,34,23,多云~晴,南风,小于3级
2023/8/14,北京,星期一,35,24,晴,西南风,小于3级
2023/8/15,北京,星期二,34,24,阴~晴,西南风,小于3级
2023/8/16,北京,星期三,35,24,阴~多云,南风,小于3级
2023/8/17,北京,星期四,32,25,阴,东南风,小于3级
2023/8/18,北京,星期五,36,22,阴~多云,西北风,小于3级
2023/8/19,北京,星期六,35,23,晴~多云,东南风,小于3级
2023/8/20,北京,星期日,33,23,阴~中雨,东南风,小于3级
2023/8/21,北京,星期一,29,22,阴~晴,西南风,小于3级
2023/8/22,北京,星期二,31,20,晴,东北风,小于3级
2023/8/23,北京,星期三,31,21,多云~雷阵雨,东南风,小于3级
2023/8/24,北京,星期四,22,18,小雨~多云,东北风,小于3级
2023/7/30,重庆,星期日,35,27,多云,北风~东北风,小于3级
2023/7/31,重庆,星期一,36,27,晴~中雨,东南风~南风,小于3级
2023/7/31,哈尔滨,星期一,31,24,晴,西南风~西风,3-4级
2023/7/29,重庆,星期六,33,25,阴~多云,西南风,小于3级
2017/10/27,北京,星期五,10,0,雾,北风,小于3级
2017/10/28,北京,星期六,5,0,晴,北风,4-5级
2017/10/29,北京,星期日,1,0,晴,西风,小于3级
2017/3/5,重庆,星期日,13,11,小雨,东北风,小于3级
2016/12/26,重庆,星期一,10,7,小雨,西风,小于3级
2023/8/30,北京,星期三,32,20,晴,西南风,3级
2023/8/31,北京,星期四,25,24,晴,东南风,4级
2023/12/1,北京,星期五,3,-6,晴,西北风,小于3级
2023/12/2,北京,星期六,10,-5,阴~晴,北风,小于3级
2023/12/3,北京,星期日,9,-4,晴,西南风,小于3级
2023/12/4,北京,星期一,10,-3,阴~晴,北风,小于3级
2023/12/5,北京,星期二,8,-1,多云,西风,小于3级
2023/12/6,北京,星期三,11,-2,晴,西北风,小于3级
2023/12/7,北京,星期四,9,-2,多云~晴,东北风,小于3级
2023/12/8,北京,星期五,12,-2,多云~晴,西北风,小于3级
2023/12/9,北京,星期六,8,-3,多云,东南风,小于3级
2023/12/10,北京,星期日,0,-4,阴~小雪,东南风,小于3级
2023/12/11,北京,星期一,-1,-7,阴~多云,西风,小于3级
2023/12/12,北京,星期二,-2,-4,多云~阴,南风,小于3级
2023/12/13,北京,星期三,-1,-5,中雪,东风,小于3级
2023/12/14,北京,星期四,-3,-7,中雪~小雪,东南风,小于3级
2023/12/15,北京,星期五,-4,-13,阴~多云,西北风,3级
2023/12/16,北京,星期六,-7,-16,晴,西北风,4级
2023/12/17,北京,星期日,-6,-14,晴~多云,西南风,小于3级
2023/12/18,北京,星期一,-4,-12,阴~晴,东南风,小于3级
2023/12/19,北京,星期二,-6,-12,多云~晴,西北风,4级
2023/12/20,北京,星期三,-7,-15,晴,西北风,3级
2023/12/21,北京,星期四,-5,-13,晴,西北风,3级
2023/12/22,北京,星期五,-3,-11,晴~多云,西北风,小于3级
2023/12/23,北京,星期六,0,-9,晴,西北风,小于3级
2023/12/24,北京,星期日,0,-9,阴~晴,西北风,小于3级
2023/12/25,北京,星期一,1,-7,晴~多云,西南风,小于3级
2023/12/26,北京,星期二,3,-7,多云~晴,东北风,小于3级
2023/12/27,北京,星期三,2,-9,晴,西北风,小于3级
2023/12/28,北京,星期四,4,-8,晴,西北风,小于3级
2023/12/29,北京,星期五,3,-6,多云~阴,西北风,微风
2023/12/30,北京,星期六,2,-2,多云~晴,西北风,小于3级
2023/12/31,北京,星期日,5,-8,晴~多云,北风,小于3级
2022/3/1,上海,星期二,16,7,阴,北风,小于3级
2022/3/2,上海,星期三,18,8,多云,东南风,小于3级
2022/3/3,上海,星期四,17,11,多云,东南风,3级
2022/3/4,上海,星期五,13,8,晴,西南风,小于3级
2022/3/5,上海,星期六,14,5,多云,东北风,小于3级
2022/3/6,上海,星期日,13,6,阴,东风,小于3级
2022/3/7,上海,星期一,19,7,晴,西南风,小于3级
2022/3/8,上海,星期二,22,12,晴,西北风,小于3级
2022/3/9,上海,星期三,20,11,晴,东南风,小于3级
2022/3/10,上海,星期四,24,14,多云,西北风,小于3级
2022/3/11,上海,星期五,25,13,晴,东南风,小于3级
2022/3/12,上海,星期六,25,16,多云,南风,小于3级
2022/3/13,上海,星期日,14,4,多云,西南风,小于3级
2022/3/14,上海,星期一,29,13,多云,北风,小于3级
2022/3/15,上海,星期二,22,12,晴,东南风,小于3级
2022/3/16,上海,星期三,27,16,多云,东南风,小于3级
2022/3/17,上海,星期四,17,9,多云,西北风,小于3级
2022/3/18,上海,星期五,10,7,阴,西南风,小于3级
2022/3/19,上海,星期六,13,7,多云,东北风,小于3级
2015/7/20,深圳,星期一,32,25,大到暴风雨~暴风雨,微风,小于3级
2016/3/23,深圳,星期三,21,15,大到暴风雨~暴风雨,微风,小于3级
2022/3/22,上海,星期二,11,7,多云,北风,小于3级
2022/3/23,上海,星期三,9,-2,多云,西南风,小于3级
2022/3/24,上海,星期四,18,10,多云,东南风,小于3级
2022/3/25,上海,星期五,18,12,多云,西风,3级
2022/3/26,上海,星期六,17,10,多云,西北风,小于3级
2022/3/27,上海,星期日,18,8,多云,东北风,小于3级
2022/3/28,上海,星期一,13,7,晴,东风,小于3级
2022/3/29,上海,星期二,19,11,多云,东南风,小于3级
2022/3/30,上海,星期三,23,11,多云,北风,小于3级
2022/3/31,上海,星期四,13,8,多云,北风,小于3级
2023/2/1,上海,星期三,13,3,晴,东南风,小于3级
2023/2/2,上海,星期四,6,4,多云,西南风,小于3级
2023/2/3,上海,星期五,8,2,多云,东风,小于3级
2023/2/4,上海,星期六,9,5,多云,东风,3级
2023/2/5,上海,星期日,10,8,多云,东风,小于3级
2023/2/6,上海,星期一,10,7,小雨,北风,小于3级
2023/2/7,上海,星期二,12,6,多云,东北风,小于3级
2023/2/8,上海,星期三,10,7,多云,东风,小于3级
2023/2/9,上海,星期四,9,6,中雨,西北风,小于3级
2023/2/10,上海,星期五,8,6,多云,东风,小于3级
2023/2/11,上海,星期六,10,8,小雨,东北风,小于3级
2023/2/12,上海,星期日,14,6,小雨,北风,3级
2023/2/13,上海,星期一,7,3,小雨,北风,小于3级
2023/2/14,上海,星期二,7,2,多云,北风,小于3级
2023/2/15,上海,星期三,9,2,晴,东北风,小于3级
2023/2/16,上海,星期四,11,6,晴,东北风,小于3级
2023/2/17,上海,星期五,11,10,多云,东风,小于3级
2023/2/18,上海,星期六,21,8,多云,西北风,小于3级
2023/2/19,上海,星期日,11,3,多云,北风,小于3级
2023/2/20,上海,星期一,12,4,晴,东北风,小于3级
2023/2/21,上海,星期二,7,4,多云,东北风,小于3级
2023/2/22,上海,星期三,8,5,多云,西南风,小于3级
2023/2/23,上海,星期四,7,4,多云,东北风,小于3级
2023/2/24,上海,星期五,10,4,多云,北风,小于3级
2023/2/25,上海,星期六,9,2,晴,东北风,小于3级
2023/2/26,上海,星期日,10,3,晴,东北风,小于3级
2023/2/27,上海,星期一,12,7,多云,北风,小于3级
2023/2/28,上海,星期二,18,9,晴,北风,小于3级
2023/3/1,上海,星期三,16,6,多云,东北风,小于3级
2023/3/2,上海,星期四,13,4,多云~晴,东风,小于3级
2023/3/3,上海,星期五,13,6,多云,北风,小于3级
2023/3/4,上海,星期六,18,7,晴,东南风,小于3级
2023/3/5,上海,星期日,18,9,晴,东南风,小于3级
2023/3/6,上海,星期一,23,10,晴~多云,西北风,小于3级
2023/3/7,上海,星期二,23,12,多云,南风,3级
2023/3/8,上海,星期三,24,14,多云,北风,小于3级
2023/3/9,上海,星期四,25,13,多云~晴,东北风,小于3级
2023/3/10,上海,星期五,27,13,晴~多云,东南风,小于3级
2023/3/11,上海,星期六,22,10,多云~小雨,北风,小于3级
2023/3/12,上海,星期日,12,5,小雨~多云,南风,小于3级
2023/3/13,上海,星期一,14,7,多云~晴,东北风,小于3级
2023/3/14,上海,星期二,20,11,晴,东南风,3级
2023/3/15,上海,星期三,23,9,多云,东北风,3级
2023/3/16,上海,星期四,15,8,多云~小雨,东北风,小于3级
2023/3/17,上海,星期五,9,7,大雨~多云,北风,小于3级
2023/3/18,上海,星期六,11,7,多云,北风,小于3级
2023/3/19,上海,星期日,13,10,多云~小雨,北风,小于3级
2023/3/20,上海,星期一,14,12,多云~中雨,东南风,小于3级
2023/3/21,上海,星期二,15,13,小雨,东风,小于3级
2023/3/22,上海,星期三,17,11,小雨,北风,小于3级
2023/3/23,上海,星期四,13,9,小雨,北风,小于3级
2023/3/24,上海,星期五,11,7,小雨~阴,东北风,小于3级
2023/3/25,上海,星期六,10,7,多云~阴,东风,小于3级
2023/3/26,上海,星期日,16,7,多云~晴,东南风,小于3级
2023/3/27,上海,星期一,18,7,多云~晴,东南风,小于3级
2023/3/28,上海,星期二,20,10,多云,北风,小于3级
2023/3/29,上海,星期三,16,11,多云~小雨,北风,小于3级
2023/3/30,上海,星期四,14,11,小雨~阴,东北风,小于3级
2023/3/31,上海,星期五,18,11,多云~阴,东风,小于3级
2023/6/1,上海,星期四,29,22,阴,东北风,小于3级
2023/6/2,上海,星期五,33,22,多云,东北风,3级
2023/6/3,上海,星期六,27,20,多云~阴,东风,小于3级
2023/6/4,上海,星期日,26,21,阴~小雨,南风,小于3级
2023/6/5,上海,星期一,26,20,中雨~小雨,西北风,3级
2023/6/6,上海,星期二,26,20,阵雨~阴,北风,小于3级
2023/6/7,上海,星期三,24,22,阴~小雨,东南风,小于3级
2023/6/8,上海,星期四,31,22,多云,西南风,小于3级
2023/6/9,上海,星期五,35,23,晴,南风,3级
2023/6/10,上海,星期六,34,23,阴~小雨,东南风,3级
2023/6/11,上海,星期日,29,22,阴,东风,3级
2023/6/12,上海,星期一,27,22,阴,北风,小于3级
2023/6/13,上海,星期二,25,21,多云,东风,小于3级
2023/6/14,上海,星期三,31,22,小雨~多云,南风,小于3级
2023/6/15,上海,星期四,31,23,阴~晴,东北风,小于3级
2023/6/16,上海,星期五,29,22,阴~小雨,南风,3级
2023/6/17,上海,星期六,23,21,小雨~中雨,东风,小于3级
2023/6/18,上海,星期日,24,23,大雨~中雨,东北风,小于3级
2023/6/19,上海,星期一,25,24,大雨~小雨,南风,小于3级
2023/6/20,上海,星期二,30,24,多云~阴,东北风,小于3级
2023/6/21,上海,星期三,34,24,多云~阴,东南风,小于3级
2023/6/22,上海,星期四,32,23,多云~阴,南风,小于3级
2023/6/23,上海,星期五,29,21,阴~暴风雨,东南风,3级
2023/6/24,上海,星期六,23,22,暴风雨~大雨,东南风,3级
2023/6/25,上海,星期日,30,24,多云~小雨,东南风,小于3级
2023/6/26,上海,星期一,30,25,多云~小雨,西北风,小于3级
2023/6/27,上海,星期二,32,24,多云,南风,3级
2023/6/28,上海,星期三,34,26,阴,南风,小于3级
2023/6/29,上海,星期四,29,20,晴,西北风,小于3级
2016/4/10,深圳,星期日,27,21,大到暴风雨~暴风雨,微风,小于3级
2023/7/1,上海,星期六,34,27,阴~多云,东南风,小于3级
2023/7/2,上海,星期日,35,27,多云~小雨,东南风,小于3级
2023/7/3,上海,星期一,34,28,多云~阴,东南风,小于3级
2023/7/4,上海,星期二,36,27,多云~小雨,西北风,3级
2023/7/5,上海,星期三,31,27,多云,南风,小于3级
2023/7/6,上海,星期四,35,28,多云~阴,南风,3级
2023/7/7,上海,星期五,36,27,小雨,北风,小于3级
2023/7/8,上海,星期六,28,26,小雨,南风,小于3级
2023/7/9,上海,星期日,31,27,小雨~中雨,西南风,小于3级
2023/7/10,上海,星期一,32,28,小雨~阴,东南风,小于3级
2023/7/11,上海,星期二,37,28,多云,南风,3级
2023/7/12,上海,星期三,38,28,多云,南风,3级
2023/7/13,上海,星期四,37,28,多云,南风,小于3级
2023/7/14,上海,星期五,37,29,阴,南风,小于3级
2023/7/15,上海,星期六,36,27,阴~小雨,东风,小于3级
2023/7/16,上海,星期日,31,27,中雨~小雨,东南风,小于3级
2023/7/17,上海,星期一,33,26,阴~晴,东风,小于3级
2023/7/18,上海,星期二,34,27,阴~多云,东风,小于3级
2023/7/19,上海,星期三,31,26,阴~中雨,东风,小于3级
2023/7/20,上海,星期四,27,26,暴风雨~小雨,东南风,3级
2023/7/21,上海,星期五,34,28,阴~小雨,东南风,小于3级
2023/7/22,上海,星期六,32,27,小雨,西风,小于3级
2023/7/23,上海,星期日,32,26,阴~小雨,北风,小于3级
2023/7/24,上海,星期一,32,27,阴,南风,小于3级
2023/7/25,上海,星期二,34,27,阴~多云,北风,0级
2023/7/26,上海,星期三,33,26,阴~小雨,东北风,小于3级
2023/7/27,上海,星期四,31,26,小雨~中雨,东南风,小于3级
2023/7/28,上海,星期五,29,26,阴~中雨,东风,3级
2016/12/25,重庆,星期日,12,9,小雨,北风,小于3级
2016/6/23,重庆,星期四,34,26,多云~中雨,微风,小于3级
2012/1/16,重庆,星期一,9,6,多云~阴,无持续风向,微风
2023/9/1,上海,星期五,30,24,阴,东北风,3级
2023/9/2,上海,星期六,31,25,晴~小雨,东北风,3级
2023/9/3,上海,星期日,30,25,暴风雨~阴,东北风,小于3级
2023/9/4,上海,星期一,32,25,阴,东北风,3级
2023/9/5,上海,星期二,30,25,阴,东北风,3级
2023/9/6,上海,星期三,32,24,阴~晴,东北风,3级
2023/9/7,上海,星期四,32,24,阴~晴,东北风,3级
2023/9/8,上海,星期五,32,23,阴~晴,东北风,3级
2023/9/9,上海,星期六,31,23,阴~多云,东风,小于3级
2023/9/10,上海,星期日,32,24,多云,东南风,3级
2023/9/11,上海,星期一,32,25,暴风雨~阴,东南风,3级
2023/9/12,上海,星期二,29,25,中雨~阴,东南风,小于3级
2023/9/13,上海,星期三,27,23,小雨,东南风,小于3级
2023/9/14,上海,星期四,26,23,小雨,东北风,小于3级
2023/9/15,上海,星期五,28,23,中雨,东北风,小于3级
2023/9/16,上海,星期六,27,23,阴~晴,西北风,小于3级
2023/9/17,上海,星期日,31,24,阴~晴,西北风,小于3级
2023/9/18,上海,星期一,33,26,阴~晴,东南风,3级
2023/9/19,上海,星期二,34,26,阴,东南风,3级
2023/9/20,上海,星期三,30,23,小雨~多云,西北风,小于3级
2023/9/21,上海,星期四,23,21,小雨,北风,小于3级
2023/9/22,上海,星期五,21,20,大雨~小雨,东北风,小于3级
2023/9/23,上海,星期六,23,18,小雨,东北风,3级
2023/9/24,上海,星期日,26,22,小雨~多云,东风,小于3级
2023/9/25,上海,星期一,29,21,阴~多云,北风,小于3级
2023/9/26,上海,星期二,29,24,阴~多云,东北风,小于3级
2023/9/27,上海,星期三,30,24,阴~多云,东风,小于3级
2023/9/28,上海,星期四,29,25,阴,东北风,小于3级
2023/9/29,上海,星期五,29,23,阴~小雨,东南风,小于3级
2023/9/30,上海,星期六,25,19,小雨~晴,西北风,3级
2023/11/1,上海,星期三,28,19,阴~晴,东南风,3级
2023/11/2,上海,星期四,26,19,晴,东南风,3级
2023/11/3,上海,星期五,28,21,阴,东南风,小于3级
2023/11/4,上海,星期六,26,20,小雨~晴,东南风,3级
2023/11/5,上海,星期日,28,13,阴~小雨,南风,4级
2023/11/6,上海,星期一,18,10,阴~晴,西北风,4级
2023/11/7,上海,星期二,19,14,阴~晴,东北风,小于3级
2023/11/8,上海,星期三,21,16,阴,东南风,3级
2023/11/9,上海,星期四,21,13,中雨~小雨,西北风,小于3级
2023/11/10,上海,星期五,15,12,小雨~阴,东北风,4级
2023/11/11,上海,星期六,15,9,阴~小雨,东北风,3级
2023/11/12,上海,星期日,12,7,阴~多云,西北风,3级
2023/11/13,上海,星期一,12,8,阴~晴,西北风,3级
2023/11/14,上海,星期二,15,7,晴,西北风,小于3级
2023/11/15,上海,星期三,16,10,多云~小雨,东风,小于3级
2023/11/16,上海,星期四,13,6,阴~晴,西北风,4级
2023/11/17,上海,星期五,15,5,晴,西北风,4级
2023/11/18,上海,星期六,13,5,多云~晴,西北风,3级
2023/11/19,上海,星期日,18,8,晴,西南风,小于3级
2023/11/20,上海,星期一,19,9,晴,东北风,小于3级
2023/11/21,上海,星期二,20,13,晴,东南风,3级
2023/11/22,上海,星期三,22,12,阴,西南风,小于3级
2023/11/23,上海,星期四,20,7,晴~多云,西北风,3级
2023/11/24,上海,星期五,12,9,晴~多云,北风,3级
2023/11/25,上海,星期六,14,10,晴~阴,东风,3级
2023/11/26,上海,星期日,16,11,阴~晴,南风,小于3级
2023/11/27,上海,星期一,17,8,晴,西北风,3级
2023/11/28,上海,星期二,16,10,晴~阴,北风,小于3级
2023/11/29,上海,星期三,20,7,晴~阴,西北风,小于3级
2023/11/30,上海,星期四,10,4,阴~多云,西北风,3级
2012/1/1,广州,星期日,21,10,多云,无持续风向,微风
2012/1/2,广州,星期一,18,10,多云,无持续风向,微风
2012/1/3,广州,星期二,18,8,阴~小雨,无持续风向~北风,微风~3-4级
2012/1/4,广州,星期三,10,7,小雨,北风,3-4级
2012/1/5,广州,星期四,7,5,小雨,北风,3-4级
2012/1/6,广州,星期五,9,5,小雨~阴,无持续风向,微风
2012/1/7,广州,星期六,14,9,阴,无持续风向,微风
2012/1/8,广州,星期日,17,9,多云,无持续风向,微风
2012/1/9,广州,星期一,19,9,多云,无持续风向,微风
2012/1/10,广州,星期二,20,9,多云,无持续风向,微风
2012/1/11,广州,星期三,17,11,阴,无持续风向,微风
2012/1/12,广州,星期四,14,10,小雨,无持续风向,微风
2012/1/13,广州,星期五,15,11,小雨,无持续风向,微风
2016/1/28,深圳,星期四,16,12,大到暴风雨~大雨,微风,小于3级
2012/1/15,重庆,星期日,9,6,小雨~阴,无持续风向,微风
2023/8/29,西安,星期二,28,16,晴,东风,小于3级
2012/1/17,广州,星期二,18,11,阴~多云,无持续风向,微风
2012/1/18,广州,星期三,21,12,多云,无持续风向,微风
2012/1/19,广州,星期四,20,16,阴,无持续风向,微风
2012/1/20,广州,星期五,17,12,小雨,无持续风向,微风
2012/7/31,天津,星期二,28,23,大到暴风雨~大雨,东南风,小于3级
2012/1/22,广州,星期日,7,4,小雨,北风,3-4级
2012/1/23,广州,星期一,7,5,小雨,北风,3-4级
2012/1/24,广州,星期二,7,5,小雨,北风,3-4级
2012/1/25,广州,星期三,9,4,阴,北风~无持续风向,3-4级~微风
2012/1/26,广州,星期四,8,4,小雨~阴,无持续风向,微风
2012/1/27,广州,星期五,11,7,阴~多云,无持续风向,微风
2012/1/28,广州,星期六,16,11,雾,无持续风向,微风
2012/1/29,广州,星期日,13,9,阴,北风,3-4级
2012/1/30,广州,星期一,16,8,多云,无持续风向,微风
2012/1/31,广州,星期二,18,10,多云,无持续风向,微风
2013/1/1,广州,星期二,15,4,晴,微风,小于3级
2013/1/2,广州,星期三,16,7,多云,微风,小于3级
2013/1/3,广州,星期四,14,9,阴,微风~北风,小于3级~3-4级
2013/1/4,广州,星期五,11,6,阴~多云,北风,3-4级
2013/1/5,广州,星期六,13,6,多云,微风,小于3级
2013/1/6,广州,星期日,13,5,阴,微风,小于3级
2013/1/7,广州,星期一,15,7,阴~多云,微风,小于3级
2013/1/8,广州,星期二,15,9,多云~阴,微风,小于3级
2013/1/9,广州,星期三,14,9,阴,北风,3-4级
2013/1/10,广州,星期四,15,7,多云,微风,小于3级
2013/1/11,广州,星期五,15,9,阴,微风,小于3级
2013/1/12,广州,星期六,15,10,多云~阴,微风,小于3级
2013/1/13,广州,星期日,20,11,阴~晴,微风,小于3级
2013/1/14,广州,星期一,18,8,晴,微风,小于3级
2013/1/15,广州,星期二,20,8,晴,微风,小于3级
2013/1/16,广州,星期三,20,10,晴,微风,小于3级
2013/1/17,广州,星期四,18,12,多云,北风,3-4级
2013/1/18,广州,星期五,16,8,晴,微风,小于3级
2013/1/19,广州,星期六,18,7,多云~晴,微风,小于3级
2013/1/20,广州,星期日,21,12,多云,微风,小于3级
2013/1/21,广州,星期一,21,15,多云,微风,小于3级
2013/1/22,广州,星期二,21,16,阴,微风,小于3级
2013/1/23,广州,星期三,25,12,多云,微风,小于3级
2013/1/24,广州,星期四,23,13,多云,微风,小于3级
2013/1/25,广州,星期五,21,13,阴~多云,微风,小于3级
2013/1/26,广州,星期六,21,11,多云~阴,微风,小于3级
2013/1/27,广州,星期日,18,13,小雨~多云,微风,小于3级
2013/1/28,广州,星期一,23,10,晴~多云,微风,小于3级
2013/1/29,广州,星期二,22,10,多云~晴,微风,小于3级
2013/1/30,广州,星期三,23,12,晴~多云,微风,小于3级
2013/1/31,广州,星期四,23,13,多云,微风,小于3级
2014/2/1,广州,星期六,25,12,晴,微风,小于3级
2014/2/2,广州,星期六,25,14,多云,微风,小于3级
2014/2/3,广州,星期一,25,14,多云,微风,小于3级
2014/2/4,广州,星期二,26,13,晴~多云,微风,小于3级
2014/2/5,广州,星期三,22,14,多云~阴,微风,小于3级
2014/2/6,广州,星期四,24,15,多云,微风,小于3级
2014/2/7,广州,星期五,23,16,多云~阴,微风,小于3级
2014/2/8,广州,星期六,16,10,小雨,北风,3-4级
2014/2/9,广州,星期日,11,7,中雨,北风,3-4级
2016/3/21,广州,星期一,23,19,大到暴风雨~大雨,微风,小于3级
2014/2/11,广州,星期二,9,5,阴,北风,3-4级
2014/2/12,广州,星期三,10,4,阴,北风,3-4级
2014/2/13,广州,星期四,7,4,小雨,北风,3-4级
